Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1047¿Program¿¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":160,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Program
1916¿PDG_RETURN¿¿1808.RET_OBJ-o281¿¿¿¿¿PDG_RETURN
1917¿PDG_CALL¿¿1812.CALL->macfromip.isString-o282¿¿¿¿¿PDG_CALL
1918¿PDG_OBJECT¿¿1812.v122-o283¿¿¿¿¿PDG_OBJECT
1919¿PDG_CALL¿¿1812.CALL->Error-o284¿¿¿¿¿PDG_CALL
1920¿PDG_OBJECT¿¿1812.v124-o285¿¿¿¿¿PDG_OBJECT
1921¿PDG_CALL¿¿1812.CALL->ipaddress.trim-o286¿¿¿¿¿PDG_CALL
1922¿PDG_OBJECT¿¿1812.v125-o287¿¿¿¿¿PDG_OBJECT
1923¿PDG_CALL¿¿1812.CALL->undefined.test-o288¿¿¿¿¿PDG_CALL
1924¿PDG_OBJECT¿¿1812.v126-o289¿¿¿¿¿PDG_OBJECT
1925¿PDG_RETURN¿¿1812.RET_OBJ-o290¿¿¿¿¿PDG_RETURN
1926¿PDG_RETURN¿¿1812.RET_OBJ-o291¿¿¿¿¿PDG_RETURN
1927¿PDG_CALL¿¿1816.CALL->os.networkInterfaces-o292¿¿¿¿¿PDG_CALL
1928¿PDG_OBJECT¿¿1816.ifaces-o293¿¿¿¿¿PDG_OBJECT
1929¿PDG_CALL¿¿1816.CALL->Array-o294¿¿¿¿¿PDG_CALL
1930¿PDG_OBJECT¿¿1816.selfIps-o295¿¿¿¿¿PDG_OBJECT
1931¿PDG_CALL¿¿1816.CALL->Object.keys-o296¿¿¿¿¿PDG_CALL
1932¿PDG_OBJECT¿¿1816.v128-o297¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿1818.this-o298¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿1818.ifname-o299¿¿¿¿¿PDG_OBJECT
1935¿PDG_OBJECT¿¿1816.v136-o300¿¿¿¿¿PDG_OBJECT
1936¿PDG_CALL¿¿1816.CALL->v128.forEach-o301¿¿¿¿¿PDG_CALL
1937¿PDG_OBJECT¿¿1816.v137-o302¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿1816.index-o303¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿1816.selfIps.length-o304¿¿¿¿¿PDG_OBJECT
1940¿PDG_OBJECT¿¿1816.v139-o305¿¿¿¿¿PDG_OBJECT
1941¿PDG_OBJECT¿¿1816.selfIps.*-o306¿¿¿¿¿PDG_OBJECT
1942¿PDG_OBJECT¿¿1816.v142-o307¿¿¿¿¿PDG_OBJECT
1943¿PDG_RETURN¿¿1816.RET_OBJ-o308¿¿¿¿¿PDG_RETURN
1944¿PDG_OBJECT¿¿1816.v139-o309¿¿¿¿¿PDG_OBJECT
1945¿PDG_RETURN¿¿1816.RET_OBJ-o310¿¿¿¿¿PDG_RETURN
1946¿PDG_OBJECT¿¿1818.ifaces.*-o311¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿1820.this-o312¿¿¿¿¿PDG_OBJECT
1948¿PDG_OBJECT¿¿1820.iface-o313¿¿¿¿¿PDG_OBJECT
1949¿PDG_OBJECT¿¿1818.v134-o314¿¿¿¿¿PDG_OBJECT
1950¿PDG_CALL¿¿1818.CALL->v129.forEach-o315¿¿¿¿¿PDG_CALL
1951¿PDG_OBJECT¿¿1818.v135-o316¿¿¿¿¿PDG_OBJECT
1952¿PDG_OBJECT¿¿1820.iface.family-o317¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿1820.v131-o318¿¿¿¿¿PDG_OBJECT
1954¿PDG_OBJECT¿¿1820.iface.address-o319¿¿¿¿¿PDG_OBJECT
1955¿PDG_CALL¿¿1820.CALL->selfIps.push-o320¿¿¿¿¿PDG_CALL
1956¿PDG_OBJECT¿¿1820.v133-o321¿¿¿¿¿PDG_OBJECT
1957¿PDG_OBJECT¿¿1825.v144-o322¿¿¿¿¿PDG_OBJECT
1958¿PDG_OBJECT¿¿1827.this-o323¿¿¿¿¿PDG_OBJECT
1959¿PDG_OBJECT¿¿1827.error-o324¿¿¿¿¿PDG_OBJECT
1960¿PDG_OBJECT¿¿1827.stdout-o325¿¿¿¿¿PDG_OBJECT
1961¿PDG_OBJECT¿¿1827.stderr-o326¿¿¿¿¿PDG_OBJECT
1962¿PDG_OBJECT¿¿1825.v168-o327¿¿¿¿¿PDG_OBJECT
1963¿PDG_CALL¿¿1825.CALL->cp.exec-o328¿¿¿¿¿PDG_CALL
1964¿PDG_OBJECT¿¿1825.ls-o329¿¿¿¿¿PDG_OBJECT
1965¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1966¿PDG_OBJECT¿¿1827.v145-o330¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿1827.v146-o331¿¿¿¿¿PDG_OBJECT
1968¿PDG_CALL¿¿1827.CALL->callback-o332¿¿¿¿¿PDG_CALL
1969¿PDG_OBJECT¿¿1827.v147-o333¿¿¿¿¿PDG_OBJECT
1970¿PDG_OBJECT¿¿1827.v148-o334¿¿¿¿¿PDG_OBJECT
1971¿PDG_OBJECT¿¿1827.v149-o335¿¿¿¿¿PDG_OBJECT
1972¿PDG_OBJECT¿¿1827.v150-o336¿¿¿¿¿PDG_OBJECT
1973¿PDG_OBJECT¿¿1827.v151-o337¿¿¿¿¿PDG_OBJECT
1974¿PDG_CALL¿¿1827.CALL->callback-o338¿¿¿¿¿PDG_CALL
1975¿PDG_OBJECT¿¿1827.v152-o339¿¿¿¿¿PDG_OBJECT
1976¿PDG_OBJECT¿¿1831.this-o340¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿1831.error2-o341¿¿¿¿¿PDG_OBJECT
1978¿PDG_OBJECT¿¿1831.stdout2-o342¿¿¿¿¿PDG_OBJECT
1979¿PDG_OBJECT¿¿1831.stderr2-o343¿¿¿¿¿PDG_OBJECT
1980¿PDG_OBJECT¿¿1827.v167-o344¿¿¿¿¿PDG_OBJECT
1981¿PDG_CALL¿¿1827.CALL->cp.exec-o345¿¿¿¿¿PDG_CALL
1982¿PDG_OBJECT¿¿1827.ls2-o346¿¿¿¿¿PDG_OBJECT
1983¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1984¿PDG_OBJECT¿¿1831.v153-o347¿¿¿¿¿PDG_OBJECT
1985¿PDG_OBJECT¿¿1831.v154-o348¿¿¿¿¿PDG_OBJECT
1986¿PDG_CALL¿¿1831.CALL->callback-o349¿¿¿¿¿PDG_CALL
1987¿PDG_OBJECT¿¿1831.v155-o350¿¿¿¿¿PDG_OBJECT
1988¿PDG_OBJECT¿¿1831.v156-o351¿¿¿¿¿PDG_OBJECT
1989¿PDG_OBJECT¿¿1831.v157-o352¿¿¿¿¿PDG_OBJECT
1990¿PDG_OBJECT¿¿1831.v158-o353¿¿¿¿¿PDG_OBJECT
1991¿PDG_OBJECT¿¿1831.v159-o354¿¿¿¿¿PDG_OBJECT
1992¿PDG_CALL¿¿1831.CALL->callback-o355¿¿¿¿¿PDG_CALL
1993¿PDG_OBJECT¿¿1831.v160-o356¿¿¿¿¿PDG_OBJECT
1994¿PDG_CALL¿¿1831.CALL->stdout2.indexOf-o357¿¿¿¿¿PDG_CALL
1995¿PDG_OBJECT¿¿1831.v161-o358¿¿¿¿¿PDG_OBJECT
1996¿PDG_OBJECT¿¿1831.ipAddress.length-o359¿¿¿¿¿PDG_OBJECT
1997¿PDG_OBJECT¿¿1831.v163-o360¿¿¿¿¿PDG_OBJECT
1998¿PDG_OBJECT¿¿1831.v164-o361¿¿¿¿¿PDG_OBJECT
1999¿PDG_CALL¿¿1831.CALL->stdout2.substring-o362¿¿¿¿¿PDG_CALL
2000¿PDG_OBJECT¿¿1831.v165-o363¿¿¿¿¿PDG_OBJECT
2001¿PDG_CALL¿¿1831.CALL->v165.substring-o364¿¿¿¿¿PDG_CALL
2002¿PDG_OBJECT¿¿1831.stdout2-o365¿¿¿¿¿PDG_OBJECT
2003¿PDG_CALL¿¿1831.CALL->callback-o366¿¿¿¿¿PDG_CALL
2004¿PDG_OBJECT¿¿1831.v166-o367¿¿¿¿¿PDG_OBJECT
2005¿PDG_OBJECT¿¿1835.v170-o368¿¿¿¿¿PDG_OBJECT
2006¿PDG_OBJECT¿¿1835.v171-o369¿¿¿¿¿PDG_OBJECT
2007¿PDG_OBJECT¿¿1837.this-o370¿¿¿¿¿PDG_OBJECT
2008¿PDG_OBJECT¿¿1837.error-o371¿¿¿¿¿PDG_OBJECT
2009¿PDG_OBJECT¿¿1837.stdout-o372¿¿¿¿¿PDG_OBJECT
2010¿PDG_OBJECT¿¿1837.stderr-o373¿¿¿¿¿PDG_OBJECT
2011¿PDG_OBJECT¿¿1835.v196-o374¿¿¿¿¿PDG_OBJECT
2012¿PDG_CALL¿¿1835.CALL->cp.exec-o375¿¿¿¿¿PDG_CALL
2013¿PDG_OBJECT¿¿1835.ls-o376¿¿¿¿¿PDG_OBJECT
2014¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
2015¿PDG_OBJECT¿¿1837.v172-o377¿¿¿¿¿PDG_OBJECT
2016¿PDG_OBJECT¿¿1837.v173-o378¿¿¿¿¿PDG_OBJECT
2017¿PDG_CALL¿¿1837.CALL->callback-o379¿¿¿¿¿PDG_CALL
2018¿PDG_OBJECT¿¿1837.v174-o380¿¿¿¿¿PDG_OBJECT
2019¿PDG_OBJECT¿¿1837.v175-o381¿¿¿¿¿PDG_OBJECT
2020¿PDG_OBJECT¿¿1837.v176-o382¿¿¿¿¿PDG_OBJECT
2021¿PDG_OBJECT¿¿1837.v177-o383¿¿¿¿¿PDG_OBJECT
2022¿PDG_OBJECT¿¿1837.v178-o384¿¿¿¿¿PDG_OBJECT
2023¿PDG_CALL¿¿1837.CALL->callback-o385¿¿¿¿¿PDG_CALL
2024¿PDG_OBJECT¿¿1837.v179-o386¿¿¿¿¿PDG_OBJECT
2025¿PDG_OBJECT¿¿1841.this-o387¿¿¿¿¿PDG_OBJECT
2026¿PDG_OBJECT¿¿1841.error2-o388¿¿¿¿¿PDG_OBJECT
2027¿PDG_OBJECT¿¿1841.stdout2-o389¿¿¿¿¿PDG_OBJECT
2028¿PDG_OBJECT¿¿1841.stderr2-o390¿¿¿¿¿PDG_OBJECT
2029¿PDG_OBJECT¿¿1837.v195-o391¿¿¿¿¿PDG_OBJECT
2030¿PDG_CALL¿¿1837.CALL->cp.exec-o392¿¿¿¿¿PDG_CALL
2031¿PDG_OBJECT¿¿1837.ls2-o393¿¿¿¿¿PDG_OBJECT
2032¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
2033¿PDG_OBJECT¿¿1841.v180-o394¿¿¿¿¿PDG_OBJECT
2034¿PDG_OBJECT¿¿1841.v181-o395¿¿¿¿¿PDG_OBJECT
2035¿PDG_CALL¿¿1841.CALL->callback-o396¿¿¿¿¿PDG_CALL
2036¿PDG_OBJECT¿¿1841.v182-o397¿¿¿¿¿PDG_OBJECT
2037¿PDG_OBJECT¿¿1841.v183-o398¿¿¿¿¿PDG_OBJECT
2038¿PDG_OBJECT¿¿1841.v184-o399¿¿¿¿¿PDG_OBJECT
2039¿PDG_OBJECT¿¿1841.v185-o400¿¿¿¿¿PDG_OBJECT
2040¿PDG_OBJECT¿¿1841.v186-o401¿¿¿¿¿PDG_OBJECT
2041¿PDG_CALL¿¿1841.CALL->callback-o402¿¿¿¿¿PDG_CALL
2042¿PDG_OBJECT¿¿1841.v187-o403¿¿¿¿¿PDG_OBJECT
2043¿PDG_OBJECT¿¿1841.ipAddress.length-o404¿¿¿¿¿PDG_OBJECT
2044¿PDG_OBJECT¿¿1841.offset-o405¿¿¿¿¿PDG_OBJECT
2045¿PDG_CALL¿¿1841.CALL->stdout2.indexOf-o406¿¿¿¿¿PDG_CALL
2046¿PDG_OBJECT¿¿1841.v189-o407¿¿¿¿¿PDG_OBJECT
2047¿PDG_OBJECT¿¿1841.v191-o408¿¿¿¿¿PDG_OBJECT
2048¿PDG_OBJECT¿¿1841.v192-o409¿¿¿¿¿PDG_OBJECT
2049¿PDG_CALL¿¿1841.CALL->stdout2.substring-o410¿¿¿¿¿PDG_CALL
2050¿PDG_OBJECT¿¿1841.v193-o411¿¿¿¿¿PDG_OBJECT
2051¿PDG_CALL¿¿1841.CALL->v193.substring-o412¿¿¿¿¿PDG_CALL
2052¿PDG_OBJECT¿¿1841.stdout2-o413¿¿¿¿¿PDG_OBJECT
2053¿PDG_CALL¿¿1841.CALL->callback-o414¿¿¿¿¿PDG_CALL
2054¿PDG_OBJECT¿¿1841.v194-o415¿¿¿¿¿PDG_OBJECT
2055¿PDG_CALL¿¿1845.CALL->macfromip.isIpAddress-o416¿¿¿¿¿PDG_CALL
2056¿PDG_OBJECT¿¿1845.v198-o417¿¿¿¿¿PDG_OBJECT
2057¿PDG_CALL¿¿1845.CALL->Error-o418¿¿¿¿¿PDG_CALL
2058¿PDG_OBJECT¿¿1845.v200-o419¿¿¿¿¿PDG_OBJECT
2059¿PDG_CALL¿¿1845.CALL->macfromip.ipIsSelf-o420¿¿¿¿¿PDG_CALL
2060¿PDG_OBJECT¿¿1845.v201-o421¿¿¿¿¿PDG_OBJECT
2061¿PDG_CALL¿¿1845.CALL->Error-o422¿¿¿¿¿PDG_CALL
2062¿PDG_OBJECT¿¿1845.v202-o423¿¿¿¿¿PDG_OBJECT
2063¿PDG_CALL¿¿1845.CALL->os.platform-o424¿¿¿¿¿PDG_CALL
2064¿PDG_OBJECT¿¿1845.v203-o425¿¿¿¿¿PDG_OBJECT
2065¿PDG_OBJECT¿¿1849.this-o426¿¿¿¿¿PDG_OBJECT
2066¿PDG_OBJECT¿¿1849.err-o427¿¿¿¿¿PDG_OBJECT
2067¿PDG_OBJECT¿¿1849.mac-o428¿¿¿¿¿PDG_OBJECT
2068¿PDG_OBJECT¿¿1845.v205-o429¿¿¿¿¿PDG_OBJECT
2069¿PDG_CALL¿¿1845.CALL->macfromip.getMacInLinux-o430¿¿¿¿¿PDG_CALL
2070¿PDG_OBJECT¿¿1845.v206-o431¿¿¿¿¿PDG_OBJECT
2071¿PDG_OBJECT¿¿1852.this-o432¿¿¿¿¿PDG_OBJECT
2072¿PDG_OBJECT¿¿1852.err-o433¿¿¿¿¿PDG_OBJECT
2073¿PDG_OBJECT¿¿1852.mac-o434¿¿¿¿¿PDG_OBJECT
2074¿PDG_OBJECT¿¿1845.v208-o435¿¿¿¿¿PDG_OBJECT
2075¿PDG_CALL¿¿1845.CALL->macfromip.getMacInWin32-o436¿¿¿¿¿PDG_CALL
2076¿PDG_OBJECT¿¿1845.v209-o437¿¿¿¿¿PDG_OBJECT
2077¿PDG_OBJECT¿¿1855.this-o438¿¿¿¿¿PDG_OBJECT
2078¿PDG_OBJECT¿¿1855.err-o439¿¿¿¿¿PDG_OBJECT
2079¿PDG_OBJECT¿¿1855.mac-o440¿¿¿¿¿PDG_OBJECT
2080¿PDG_OBJECT¿¿1845.v211-o441¿¿¿¿¿PDG_OBJECT
2081¿PDG_CALL¿¿1845.CALL->macfromip.getMacInLinux-o442¿¿¿¿¿PDG_CALL
2082¿PDG_OBJECT¿¿1845.v212-o443¿¿¿¿¿PDG_OBJECT
2083¿PDG_CALL¿¿1845.CALL->os.platform-o444¿¿¿¿¿PDG_CALL
2084¿PDG_OBJECT¿¿1845.v213-o445¿¿¿¿¿PDG_OBJECT
2085¿PDG_OBJECT¿¿1845.v214-o446¿¿¿¿¿PDG_OBJECT
2086¿PDG_CALL¿¿1845.CALL->callback-o447¿¿¿¿¿PDG_CALL
2087¿PDG_OBJECT¿¿1845.v215-o448¿¿¿¿¿PDG_OBJECT
2088¿PDG_CALL¿¿1849.CALL->callback-o449¿¿¿¿¿PDG_CALL
2089¿PDG_OBJECT¿¿1849.v204-o450¿¿¿¿¿PDG_OBJECT
2090¿PDG_CALL¿¿1852.CALL->callback-o451¿¿¿¿¿PDG_CALL
2091¿PDG_OBJECT¿¿1852.v207-o452¿¿¿¿¿PDG_OBJECT
2092¿PDG_CALL¿¿1855.CALL->callback-o453¿¿¿¿¿PDG_CALL
2093¿PDG_OBJECT¿¿1855.v210-o454¿¿¿¿¿PDG_OBJECT
