Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1014¿Program¿¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Program
1824¿PDG_OBJECT¿¿1734.v96-o290¿¿¿¿¿PDG_OBJECT
1825¿PDG_CALL¿¿1734.CALL->app.set-o291¿¿¿¿¿PDG_CALL
1826¿PDG_OBJECT¿¿1734.v97-o292¿¿¿¿¿PDG_OBJECT
1827¿PDG_CALL¿¿1734.CALL->app.set-o293¿¿¿¿¿PDG_CALL
1828¿PDG_OBJECT¿¿1734.v98-o294¿¿¿¿¿PDG_OBJECT
1829¿PDG_OBJECT¿¿1736.this-o295¿¿¿¿¿PDG_OBJECT
1830¿PDG_OBJECT¿¿1736.next-o296¿¿¿¿¿PDG_OBJECT
1831¿PDG_OBJECT¿¿1734._reloadNginx-o297¿¿¿¿¿PDG_OBJECT
1832¿PDG_OBJECT¿¿1734.app-o298¿¿¿¿¿PDG_OBJECT
1833¿PDG_OBJECT¿¿1734.app._reloadNginx-o299¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿1741.this-o300¿¿¿¿¿PDG_OBJECT
1835¿PDG_OBJECT¿¿1741.next-o301¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿1734._configureNginx-o302¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿1734.app-o303¿¿¿¿¿PDG_OBJECT
1838¿PDG_OBJECT¿¿1734.app._configureNginx-o304¿¿¿¿¿PDG_OBJECT
1839¿PDG_OBJECT¿¿1743.this-o305¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿1743.action-o306¿¿¿¿¿PDG_OBJECT
1841¿PDG_OBJECT¿¿1743.cb-o307¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿1734._nginxCmd-o308¿¿¿¿¿PDG_OBJECT
1843¿PDG_OBJECT¿¿1734.app-o309¿¿¿¿¿PDG_OBJECT
1844¿PDG_OBJECT¿¿1734.app._nginxCmd-o310¿¿¿¿¿PDG_OBJECT
1845¿PDG_OBJECT¿¿1749.this-o311¿¿¿¿¿PDG_OBJECT
1846¿PDG_OBJECT¿¿1749.cb-o312¿¿¿¿¿PDG_OBJECT
1847¿PDG_OBJECT¿¿1734.start-o313¿¿¿¿¿PDG_OBJECT
1848¿PDG_OBJECT¿¿1734.app-o314¿¿¿¿¿PDG_OBJECT
1849¿PDG_OBJECT¿¿1734.app.start-o315¿¿¿¿¿PDG_OBJECT
1850¿PDG_OBJECT¿¿1760.this-o316¿¿¿¿¿PDG_OBJECT
1851¿PDG_OBJECT¿¿1760.cb-o317¿¿¿¿¿PDG_OBJECT
1852¿PDG_OBJECT¿¿1734.stop-o318¿¿¿¿¿PDG_OBJECT
1853¿PDG_OBJECT¿¿1734.app-o319¿¿¿¿¿PDG_OBJECT
1854¿PDG_OBJECT¿¿1734.app.stop-o320¿¿¿¿¿PDG_OBJECT
1855¿PDG_CALL¿¿1734.CALL->stopWhenDone-o321¿¿¿¿¿PDG_CALL
1856¿PDG_OBJECT¿¿1734.v145-o322¿¿¿¿¿PDG_OBJECT
1857¿PDG_CALL¿¿1734.CALL->loopback.favicon-o323¿¿¿¿¿PDG_CALL
1858¿PDG_OBJECT¿¿1734.v146-o324¿¿¿¿¿PDG_OBJECT
1859¿PDG_CALL¿¿1734.CALL->app.use-o325¿¿¿¿¿PDG_CALL
1860¿PDG_OBJECT¿¿1734.v147-o326¿¿¿¿¿PDG_OBJECT
1861¿PDG_CALL¿¿1734.CALL->loopback.compress-o327¿¿¿¿¿PDG_CALL
1862¿PDG_OBJECT¿¿1734.v148-o328¿¿¿¿¿PDG_OBJECT
1863¿PDG_CALL¿¿1734.CALL->app.use-o329¿¿¿¿¿PDG_CALL
1864¿PDG_OBJECT¿¿1734.v149-o330¿¿¿¿¿PDG_OBJECT
1865¿PDG_CALL¿¿1734.CALL->boot-o331¿¿¿¿¿PDG_CALL
1866¿PDG_OBJECT¿¿1734.v150-o332¿¿¿¿¿PDG_OBJECT
1867¿PDG_CALL¿¿1734.CALL->loopback.urlNotFound-o333¿¿¿¿¿PDG_CALL
1868¿PDG_OBJECT¿¿1734.v151-o334¿¿¿¿¿PDG_OBJECT
1869¿PDG_CALL¿¿1734.CALL->app.use-o335¿¿¿¿¿PDG_CALL
1870¿PDG_OBJECT¿¿1734.v152-o336¿¿¿¿¿PDG_OBJECT
1871¿PDG_CALL¿¿1734.CALL->loopback.errorHandler-o337¿¿¿¿¿PDG_CALL
1872¿PDG_OBJECT¿¿1734.v153-o338¿¿¿¿¿PDG_OBJECT
1873¿PDG_CALL¿¿1734.CALL->app.use-o339¿¿¿¿¿PDG_CALL
1874¿PDG_OBJECT¿¿1734.v154-o340¿¿¿¿¿PDG_OBJECT
1875¿PDG_RETURN¿¿1734.RET_OBJ-o341¿¿¿¿¿PDG_RETURN
1876¿PDG_CALL¿¿1736.CALL->nginxConf.bind-o342¿¿¿¿¿PDG_CALL
1877¿PDG_OBJECT¿¿1736.v99-o343¿¿¿¿¿PDG_OBJECT
1878¿PDG_OBJECT¿¿1736.app._nginxCmd-o344¿¿¿¿¿PDG_OBJECT
1879¿PDG_CALL¿¿1736.CALL->v100.bind-o345¿¿¿¿¿PDG_CALL
1880¿PDG_OBJECT¿¿1736.v101-o346¿¿¿¿¿PDG_OBJECT
1881¿PDG_OBJECT¿¿1736.v102-o347¿¿¿¿¿PDG_OBJECT
1882¿PDG_OBJECT¿¿1736.v102.0-o348¿¿¿¿¿PDG_OBJECT
1883¿PDG_OBJECT¿¿1736.v102.1-o349¿¿¿¿¿PDG_OBJECT
1884¿PDG_OBJECT¿¿1738.this-o350¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿1738.err-o351¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿1736.v109-o352¿¿¿¿¿PDG_OBJECT
1887¿PDG_CALL¿¿1736.CALL->async.series-o353¿¿¿¿¿PDG_CALL
1888¿PDG_OBJECT¿¿1736.v110-o354¿¿¿¿¿PDG_OBJECT
1889¿PDG_CALL¿¿1738.CALL->next-o355¿¿¿¿¿PDG_CALL
1890¿PDG_OBJECT¿¿1738.v103-o356¿¿¿¿¿PDG_OBJECT
1891¿PDG_RETURN¿¿1738.RET_OBJ-o357¿¿¿¿¿PDG_RETURN
1892¿PDG_CALL¿¿1738.CALL->app.emit-o358¿¿¿¿¿PDG_CALL
1893¿PDG_OBJECT¿¿1738.v104-o359¿¿¿¿¿PDG_OBJECT
1894¿PDG_CALL¿¿1738.CALL->app.get-o360¿¿¿¿¿PDG_CALL
1895¿PDG_OBJECT¿¿1738.v105-o361¿¿¿¿¿PDG_OBJECT
1896¿PDG_CALL¿¿1738.CALL->app.get-o362¿¿¿¿¿PDG_CALL
1897¿PDG_OBJECT¿¿1738.v106-o363¿¿¿¿¿PDG_OBJECT
1898¿PDG_CALL¿¿1738.CALL->console.log-o364¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿1738.v107-o365¿¿¿¿¿PDG_OBJECT
1900¿PDG_CALL¿¿1738.CALL->next-o366¿¿¿¿¿PDG_CALL
1901¿PDG_OBJECT¿¿1738.v108-o367¿¿¿¿¿PDG_OBJECT
1902¿PDG_CALL¿¿1741.CALL->nginxConf-o368¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿1741.v111-o369¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1743.CALL->app.get-o370¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿1743.v112-o371¿¿¿¿¿PDG_OBJECT
1906¿PDG_CALL¿¿1743.CALL->path.join-o372¿¿¿¿¿PDG_CALL
1907¿PDG_OBJECT¿¿1743.nginxConfdir-o373¿¿¿¿¿PDG_OBJECT
1908¿PDG_CALL¿¿1743.CALL->path.join-o374¿¿¿¿¿PDG_CALL
1909¿PDG_OBJECT¿¿1743.configFile-o375¿¿¿¿¿PDG_OBJECT
1910¿PDG_CALL¿¿1743.CALL->app.get-o376¿¿¿¿¿PDG_CALL
1911¿PDG_OBJECT¿¿1743.v113-o377¿¿¿¿¿PDG_OBJECT
1912¿PDG_OBJECT¿¿1743.cmd-o378¿¿¿¿¿PDG_OBJECT
1913¿PDG_OBJECT¿¿1743.cmd.0-o379¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿1743.cmd.1-o380¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿1743.cmd.2-o381¿¿¿¿¿PDG_OBJECT
1916¿PDG_OBJECT¿¿1743.cmd.3-o382¿¿¿¿¿PDG_OBJECT
1917¿PDG_OBJECT¿¿1743.cmd.4-o383¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿1743.v114-o384¿¿¿¿¿PDG_OBJECT
1919¿PDG_CALL¿¿1743.CALL->cmd.push-o385¿¿¿¿¿PDG_CALL
1920¿PDG_OBJECT¿¿1743.v115-o386¿¿¿¿¿PDG_OBJECT
1921¿PDG_CALL¿¿1743.CALL->cmd.join-o387¿¿¿¿¿PDG_CALL
1922¿PDG_OBJECT¿¿1743.v116-o388¿¿¿¿¿PDG_OBJECT
1923¿PDG_CALL¿¿1743.CALL->debug-o389¿¿¿¿¿PDG_CALL
1924¿PDG_OBJECT¿¿1743.v117-o390¿¿¿¿¿PDG_OBJECT
1925¿PDG_CALL¿¿1743.CALL->cmd.join-o391¿¿¿¿¿PDG_CALL
1926¿PDG_OBJECT¿¿1743.v118-o392¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿1746.this-o393¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿1746.err-o394¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿1746.stdout-o395¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿1746.stderr-o396¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿1743.v123-o397¿¿¿¿¿PDG_OBJECT
1932¿PDG_CALL¿¿1743.CALL->childProcess.exec-o398¿¿¿¿¿PDG_CALL
1933¿PDG_OBJECT¿¿1743.v124-o399¿¿¿¿¿PDG_OBJECT
1934¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1935¿PDG_CALL¿¿1746.CALL->debug-o400¿¿¿¿¿PDG_CALL
1936¿PDG_OBJECT¿¿1746.v119-o401¿¿¿¿¿PDG_OBJECT
1937¿PDG_CALL¿¿1746.CALL->debug-o402¿¿¿¿¿PDG_CALL
1938¿PDG_OBJECT¿¿1746.v120-o403¿¿¿¿¿PDG_OBJECT
1939¿PDG_CALL¿¿1746.CALL->debug-o404¿¿¿¿¿PDG_CALL
1940¿PDG_OBJECT¿¿1746.v121-o405¿¿¿¿¿PDG_OBJECT
1941¿PDG_CALL¿¿1746.CALL->cb-o406¿¿¿¿¿PDG_CALL
1942¿PDG_OBJECT¿¿1746.v122-o407¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿1749.controlAddr-o408¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿1751.this-o409¿¿¿¿¿PDG_OBJECT
1945¿PDG_OBJECT¿¿1751.done-o410¿¿¿¿¿PDG_OBJECT
1946¿PDG_OBJECT¿¿1749.v130-o411¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿1749.app._configureNginx-o412¿¿¿¿¿PDG_OBJECT
1948¿PDG_CALL¿¿1749.CALL->v131.bind-o413¿¿¿¿¿PDG_CALL
1949¿PDG_OBJECT¿¿1749.v132-o414¿¿¿¿¿PDG_OBJECT
1950¿PDG_CALL¿¿1749.CALL->v133.bind-o415¿¿¿¿¿PDG_CALL
1951¿PDG_OBJECT¿¿1749.v134-o416¿¿¿¿¿PDG_OBJECT
1952¿PDG_OBJECT¿¿1749.v135-o417¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿1749.v135.0-o418¿¿¿¿¿PDG_OBJECT
1954¿PDG_OBJECT¿¿1749.v135.1-o419¿¿¿¿¿PDG_OBJECT
1955¿PDG_OBJECT¿¿1749.v135.2-o420¿¿¿¿¿PDG_OBJECT
1956¿PDG_OBJECT¿¿1755.this-o421¿¿¿¿¿PDG_OBJECT
1957¿PDG_OBJECT¿¿1755.err-o422¿¿¿¿¿PDG_OBJECT
1958¿PDG_OBJECT¿¿1749.v142-o423¿¿¿¿¿PDG_OBJECT
1959¿PDG_CALL¿¿1749.CALL->async.series-o424¿¿¿¿¿PDG_CALL
1960¿PDG_OBJECT¿¿1749.v143-o425¿¿¿¿¿PDG_OBJECT
1961¿PDG_OBJECT¿¿1753.this-o426¿¿¿¿¿PDG_OBJECT
1962¿PDG_OBJECT¿¿1751.v128-o427¿¿¿¿¿PDG_OBJECT
1963¿PDG_CALL¿¿1751.CALL->app.listen-o428¿¿¿¿¿PDG_CALL
1964¿PDG_OBJECT¿¿1751.v129-o429¿¿¿¿¿PDG_OBJECT
1965¿PDG_CALL¿¿1753.CALL->this.address-o430¿¿¿¿¿PDG_CALL
1966¿PDG_OBJECT¿¿1753.controlAddr-o431¿¿¿¿¿PDG_OBJECT
1967¿PDG_CALL¿¿1753.CALL->this.address-o432¿¿¿¿¿PDG_CALL
1968¿PDG_OBJECT¿¿1753.v125-o433¿¿¿¿¿PDG_OBJECT
1969¿PDG_CALL¿¿1753.CALL->debug-o434¿¿¿¿¿PDG_CALL
1970¿PDG_OBJECT¿¿1753.v126-o435¿¿¿¿¿PDG_OBJECT
1971¿PDG_CALL¿¿1753.CALL->done-o436¿¿¿¿¿PDG_CALL
1972¿PDG_OBJECT¿¿1753.v127-o437¿¿¿¿¿PDG_OBJECT
1973¿PDG_RETURN¿¿1753.RET_OBJ-o438¿¿¿¿¿PDG_RETURN
1974¿PDG_OBJECT¿¿1755.err.message-o439¿¿¿¿¿PDG_OBJECT
1975¿PDG_CALL¿¿1755.CALL->console.log-o440¿¿¿¿¿PDG_CALL
1976¿PDG_OBJECT¿¿1755.v137-o441¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿1755.debug.enabled-o442¿¿¿¿¿PDG_OBJECT
1978¿PDG_CALL¿¿1755.CALL->app.emit-o443¿¿¿¿¿PDG_CALL
1979¿PDG_OBJECT¿¿1755.v139-o444¿¿¿¿¿PDG_OBJECT
1980¿PDG_CALL¿¿1755.CALL->app.emit-o445¿¿¿¿¿PDG_CALL
1981¿PDG_OBJECT¿¿1755.v140-o446¿¿¿¿¿PDG_OBJECT
1982¿PDG_CALL¿¿1755.CALL->cb-o447¿¿¿¿¿PDG_CALL
1983¿PDG_OBJECT¿¿1755.v141-o448¿¿¿¿¿PDG_OBJECT
1984¿PDG_RETURN¿¿1755.RET_OBJ-o449¿¿¿¿¿PDG_RETURN
1985¿PDG_CALL¿¿1760.CALL->app._nginxCmd-o450¿¿¿¿¿PDG_CALL
1986¿PDG_OBJECT¿¿1760.v144-o451¿¿¿¿¿PDG_OBJECT
1987¿PDG_OBJECT¿¿1764.this-o452¿¿¿¿¿PDG_OBJECT
1988¿PDG_OBJECT¿¿1764.signal-o453¿¿¿¿¿PDG_OBJECT
1989¿PDG_OBJECT¿¿1762.dieBy-o454¿¿¿¿¿PDG_OBJECT
1990¿PDG_OBJECT¿¿1769.this-o455¿¿¿¿¿PDG_OBJECT
1991¿PDG_OBJECT¿¿1769.signal-o456¿¿¿¿¿PDG_OBJECT
1992¿PDG_OBJECT¿¿1762.dieOn-o457¿¿¿¿¿PDG_OBJECT
1993¿PDG_CALL¿¿1762.CALL->dieOn-o458¿¿¿¿¿PDG_CALL
1994¿PDG_OBJECT¿¿1762.v165-o459¿¿¿¿¿PDG_OBJECT
1995¿PDG_CALL¿¿1762.CALL->dieOn-o460¿¿¿¿¿PDG_CALL
1996¿PDG_OBJECT¿¿1762.v166-o461¿¿¿¿¿PDG_OBJECT
1997¿PDG_OBJECT¿¿1771.this-o462¿¿¿¿¿PDG_OBJECT
1998¿PDG_OBJECT¿¿1762.v168-o463¿¿¿¿¿PDG_OBJECT
1999¿PDG_CALL¿¿1762.CALL->process.on-o464¿¿¿¿¿PDG_CALL
2000¿PDG_OBJECT¿¿1762.v169-o465¿¿¿¿¿PDG_OBJECT
2001¿PDG_OBJECT¿¿1762.app._reloadNginx-o466¿¿¿¿¿PDG_OBJECT
2002¿PDG_CALL¿¿1762.CALL->v170.bind-o467¿¿¿¿¿PDG_CALL
2003¿PDG_OBJECT¿¿1762.v171-o468¿¿¿¿¿PDG_OBJECT
2004¿PDG_CALL¿¿1762.CALL->process.once-o469¿¿¿¿¿PDG_CALL
2005¿PDG_OBJECT¿¿1762.v172-o470¿¿¿¿¿PDG_OBJECT
2006¿PDG_CALL¿¿1764.CALL->console.log-o471¿¿¿¿¿PDG_CALL
2007¿PDG_OBJECT¿¿1764.v155-o472¿¿¿¿¿PDG_OBJECT
2008¿PDG_OBJECT¿¿1766.this-o473¿¿¿¿¿PDG_OBJECT
2009¿PDG_OBJECT¿¿1766.err-o474¿¿¿¿¿PDG_OBJECT
2010¿PDG_OBJECT¿¿1764.v161-o475¿¿¿¿¿PDG_OBJECT
2011¿PDG_CALL¿¿1764.CALL->app.stop-o476¿¿¿¿¿PDG_CALL
2012¿PDG_OBJECT¿¿1764.v162-o477¿¿¿¿¿PDG_OBJECT
2013¿PDG_CALL¿¿1766.CALL->debug-o478¿¿¿¿¿PDG_CALL
2014¿PDG_OBJECT¿¿1766.v156-o479¿¿¿¿¿PDG_OBJECT
2015¿PDG_OBJECT¿¿1766.v157-o480¿¿¿¿¿PDG_OBJECT
2016¿PDG_CALL¿¿1766.CALL->console.log-o481¿¿¿¿¿PDG_CALL
2017¿PDG_OBJECT¿¿1766.v158-o482¿¿¿¿¿PDG_OBJECT
2018¿PDG_OBJECT¿¿1766.process-o483¿¿¿¿¿PDG_OBJECT
2019¿PDG_OBJECT¿¿1766.process.pid-o484¿¿¿¿¿PDG_OBJECT
2020¿PDG_CALL¿¿1766.CALL->process.kill-o485¿¿¿¿¿PDG_CALL
2021¿PDG_OBJECT¿¿1766.v160-o486¿¿¿¿¿PDG_OBJECT
2022¿PDG_CALL¿¿1769.CALL->dieBy.bind-o487¿¿¿¿¿PDG_CALL
2023¿PDG_OBJECT¿¿1769.v163-o488¿¿¿¿¿PDG_OBJECT
2024¿PDG_CALL¿¿1769.CALL->process.once-o489¿¿¿¿¿PDG_CALL
2025¿PDG_OBJECT¿¿1769.v164-o490¿¿¿¿¿PDG_OBJECT
2026¿PDG_CALL¿¿1771.CALL->app.stop-o491¿¿¿¿¿PDG_CALL
2027¿PDG_OBJECT¿¿1771.v167-o492¿¿¿¿¿PDG_OBJECT
