Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":160,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Program
1881¿PDG_OBJECT¿¿1813.options-o257¿¿¿¿¿PDG_OBJECT
1882¿PDG_OBJECT¿¿1809.nativeZip-o258¿¿¿¿¿PDG_OBJECT
1883¿PDG_OBJECT¿¿1821.this-o259¿¿¿¿¿PDG_OBJECT
1884¿PDG_OBJECT¿¿1821.options-o260¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿1809.nodeZip-o261¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿1851.this-o262¿¿¿¿¿PDG_OBJECT
1887¿PDG_OBJECT¿¿1851.options-o263¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿1809.zip-o264¿¿¿¿¿PDG_OBJECT
1889¿PDG_OBJECT¿¿1809.module-o265¿¿¿¿¿PDG_OBJECT
1890¿PDG_OBJECT¿¿1809.module.exports-o266¿¿¿¿¿PDG_OBJECT
1891¿PDG_OBJECT¿¿1809.v160-o267¿¿¿¿¿PDG_OBJECT
1892¿PDG_OBJECT¿¿1809.v160.zip-o268¿¿¿¿¿PDG_OBJECT
1893¿PDG_OBJECT¿¿1809.v161-o269¿¿¿¿¿PDG_OBJECT
1894¿PDG_OBJECT¿¿1809.v161.nodeZip-o270¿¿¿¿¿PDG_OBJECT
1895¿PDG_OBJECT¿¿1809.v162-o271¿¿¿¿¿PDG_OBJECT
1896¿PDG_OBJECT¿¿1809.v162.nativeZip-o272¿¿¿¿¿PDG_OBJECT
1897¿PDG_OBJECT¿¿1809.v163-o273¿¿¿¿¿PDG_OBJECT
1898¿PDG_OBJECT¿¿1809.v163.bestzip-o274¿¿¿¿¿PDG_OBJECT
1899¿PDG_OBJECT¿¿1809.v164-o275¿¿¿¿¿PDG_OBJECT
1900¿PDG_OBJECT¿¿1809.v164.hasNativeZip-o276¿¿¿¿¿PDG_OBJECT
1901¿PDG_OBJECT¿¿1811.v83-o277¿¿¿¿¿PDG_OBJECT
1902¿PDG_CALL¿¿1811.CALL->which.sync-o278¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿1811.v84-o279¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1811.CALL->Boolean-o280¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿1811.v85-o281¿¿¿¿¿PDG_OBJECT
1906¿PDG_RETURN¿¿1811.RET_OBJ-o282¿¿¿¿¿PDG_RETURN
1907¿PDG_OBJECT¿¿1815.this-o283¿¿¿¿¿PDG_OBJECT
1908¿PDG_OBJECT¿¿1815.resolve-o284¿¿¿¿¿PDG_OBJECT
1909¿PDG_OBJECT¿¿1815.reject-o285¿¿¿¿¿PDG_OBJECT
1910¿PDG_OBJECT¿¿1813.v104-o286¿¿¿¿¿PDG_OBJECT
1911¿PDG_CALL¿¿1813.CALL->Promise-o287¿¿¿¿¿PDG_CALL
1912¿PDG_OBJECT¿¿1813.v105-o288¿¿¿¿¿PDG_OBJECT
1913¿PDG_RETURN¿¿1813.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1914¿PDG_OBJECT¿¿1815.sources-o290¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿1815.options.source-o291¿¿¿¿¿PDG_OBJECT
1916¿PDG_CALL¿¿1815.CALL->Array.isArray-o292¿¿¿¿¿PDG_CALL
1917¿PDG_OBJECT¿¿1815.v87-o293¿¿¿¿¿PDG_OBJECT
1918¿PDG_CALL¿¿1815.CALL->v88.join-o294¿¿¿¿¿PDG_CALL
1919¿PDG_OBJECT¿¿1815.v89-o295¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿1815.options.destination-o296¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿1815.command-o297¿¿¿¿¿PDG_OBJECT
1922¿PDG_OBJECT¿¿1815.options.cwd-o298¿¿¿¿¿PDG_OBJECT
1923¿PDG_OBJECT¿¿1815.v93-o299¿¿¿¿¿PDG_OBJECT
1924¿PDG_CALL¿¿1815.CALL->cp.exec-o300¿¿¿¿¿PDG_CALL
1925¿PDG_OBJECT¿¿1815.zipProcess-o301¿¿¿¿¿PDG_OBJECT
1926¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1927¿PDG_CALL¿¿1815.CALL->zipProcess.on-o302¿¿¿¿¿PDG_CALL
1928¿PDG_OBJECT¿¿1815.v94-o303¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿1818.this-o304¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿1818.exitCode-o305¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿1815.v102-o306¿¿¿¿¿PDG_OBJECT
1932¿PDG_CALL¿¿1815.CALL->zipProcess.on-o307¿¿¿¿¿PDG_CALL
1933¿PDG_OBJECT¿¿1815.v103-o308¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿1818.v95-o309¿¿¿¿¿PDG_OBJECT
1935¿PDG_CALL¿¿1818.CALL->resolve-o310¿¿¿¿¿PDG_CALL
1936¿PDG_OBJECT¿¿1818.v96-o311¿¿¿¿¿PDG_OBJECT
1937¿PDG_CALL¿¿1818.CALL->process.cwd-o312¿¿¿¿¿PDG_CALL
1938¿PDG_OBJECT¿¿1818.v98-o313¿¿¿¿¿PDG_OBJECT
1939¿PDG_CALL¿¿1818.CALL->Error-o314¿¿¿¿¿PDG_CALL
1940¿PDG_OBJECT¿¿1818.v100-o315¿¿¿¿¿PDG_OBJECT
1941¿PDG_CALL¿¿1818.CALL->reject-o316¿¿¿¿¿PDG_CALL
1942¿PDG_OBJECT¿¿1818.v101-o317¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿1823.this-o318¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿1823.resolve-o319¿¿¿¿¿PDG_OBJECT
1945¿PDG_OBJECT¿¿1823.reject-o320¿¿¿¿¿PDG_OBJECT
1946¿PDG_OBJECT¿¿1821.v150-o321¿¿¿¿¿PDG_OBJECT
1947¿PDG_CALL¿¿1821.CALL->Promise-o322¿¿¿¿¿PDG_CALL
1948¿PDG_OBJECT¿¿1821.v151-o323¿¿¿¿¿PDG_OBJECT
1949¿PDG_RETURN¿¿1821.RET_OBJ-o324¿¿¿¿¿PDG_RETURN
1950¿PDG_OBJECT¿¿1823.options.cwd-o325¿¿¿¿¿PDG_OBJECT
1951¿PDG_CALL¿¿1823.CALL->process.cwd-o326¿¿¿¿¿PDG_CALL
1952¿PDG_OBJECT¿¿1823.v107-o327¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿1823.options.destination-o328¿¿¿¿¿PDG_OBJECT
1954¿PDG_CALL¿¿1823.CALL->path.resolve-o329¿¿¿¿¿PDG_CALL
1955¿PDG_OBJECT¿¿1823.v109-o330¿¿¿¿¿PDG_OBJECT
1956¿PDG_CALL¿¿1823.CALL->fs.createWriteStream-o331¿¿¿¿¿PDG_CALL
1957¿PDG_OBJECT¿¿1823.output-o332¿¿¿¿¿PDG_OBJECT
1958¿PDG_CALL¿¿1823.CALL->archiver-o333¿¿¿¿¿PDG_CALL
1959¿PDG_OBJECT¿¿1823.archive-o334¿¿¿¿¿PDG_OBJECT
1960¿PDG_CALL¿¿1823.CALL->output.on-o335¿¿¿¿¿PDG_CALL
1961¿PDG_OBJECT¿¿1823.v110-o336¿¿¿¿¿PDG_OBJECT
1962¿PDG_CALL¿¿1823.CALL->archive.on-o337¿¿¿¿¿PDG_CALL
1963¿PDG_OBJECT¿¿1823.v111-o338¿¿¿¿¿PDG_OBJECT
1964¿PDG_CALL¿¿1823.CALL->archive.pipe-o339¿¿¿¿¿PDG_CALL
1965¿PDG_OBJECT¿¿1823.v112-o340¿¿¿¿¿PDG_OBJECT
1966¿PDG_OBJECT¿¿1823.globOpts-o341¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿1823.globOpts-o342¿¿¿¿¿PDG_OBJECT
1968¿PDG_OBJECT¿¿1823.globOpts.cwd-o343¿¿¿¿¿PDG_OBJECT
1969¿PDG_OBJECT¿¿1823.globOpts-o344¿¿¿¿¿PDG_OBJECT
1970¿PDG_OBJECT¿¿1823.globOpts.dot-o345¿¿¿¿¿PDG_OBJECT
1971¿PDG_OBJECT¿¿1823.globOpts-o346¿¿¿¿¿PDG_OBJECT
1972¿PDG_OBJECT¿¿1823.globOpts.noglobstar-o347¿¿¿¿¿PDG_OBJECT
1973¿PDG_OBJECT¿¿1823.globOpts-o348¿¿¿¿¿PDG_OBJECT
1974¿PDG_OBJECT¿¿1823.globOpts.noext-o349¿¿¿¿¿PDG_OBJECT
1975¿PDG_OBJECT¿¿1823.globOpts-o350¿¿¿¿¿PDG_OBJECT
1976¿PDG_OBJECT¿¿1823.globOpts.nobrace-o351¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿1825.this-o352¿¿¿¿¿PDG_OBJECT
1978¿PDG_OBJECT¿¿1825.source-o353¿¿¿¿¿PDG_OBJECT
1979¿PDG_OBJECT¿¿1825.next-o354¿¿¿¿¿PDG_OBJECT
1980¿PDG_OBJECT¿¿1823.findSource-o355¿¿¿¿¿PDG_OBJECT
1981¿PDG_OBJECT¿¿1831.this-o356¿¿¿¿¿PDG_OBJECT
1982¿PDG_OBJECT¿¿1831.fullPath-o357¿¿¿¿¿PDG_OBJECT
1983¿PDG_OBJECT¿¿1823.walkDir-o358¿¿¿¿¿PDG_OBJECT
1984¿PDG_OBJECT¿¿1838.this-o359¿¿¿¿¿PDG_OBJECT
1985¿PDG_OBJECT¿¿1838.source-o360¿¿¿¿¿PDG_OBJECT
1986¿PDG_OBJECT¿¿1838.next-o361¿¿¿¿¿PDG_OBJECT
1987¿PDG_OBJECT¿¿1823.addSource-o362¿¿¿¿¿PDG_OBJECT
1988¿PDG_OBJECT¿¿1823.sources-o363¿¿¿¿¿PDG_OBJECT
1989¿PDG_OBJECT¿¿1823.options.source-o364¿¿¿¿¿PDG_OBJECT
1990¿PDG_CALL¿¿1823.CALL->Array.isArray-o365¿¿¿¿¿PDG_CALL
1991¿PDG_OBJECT¿¿1823.v142-o366¿¿¿¿¿PDG_OBJECT
1992¿PDG_OBJECT¿¿1823.v145-o367¿¿¿¿¿PDG_OBJECT
1993¿PDG_OBJECT¿¿1823.v145.0-o368¿¿¿¿¿PDG_OBJECT
1994¿PDG_OBJECT¿¿1848.this-o369¿¿¿¿¿PDG_OBJECT
1995¿PDG_OBJECT¿¿1848.err-o370¿¿¿¿¿PDG_OBJECT
1996¿PDG_OBJECT¿¿1823.v148-o371¿¿¿¿¿PDG_OBJECT
1997¿PDG_CALL¿¿1823.CALL->async.forEach-o372¿¿¿¿¿PDG_CALL
1998¿PDG_OBJECT¿¿1823.v149-o373¿¿¿¿¿PDG_OBJECT
1999¿PDG_CALL¿¿1825.CALL->glob.hasMagic-o374¿¿¿¿¿PDG_CALL
2000¿PDG_OBJECT¿¿1825.v113-o375¿¿¿¿¿PDG_OBJECT
2001¿PDG_OBJECT¿¿1827.this-o376¿¿¿¿¿PDG_OBJECT
2002¿PDG_OBJECT¿¿1827.err-o377¿¿¿¿¿PDG_OBJECT
2003¿PDG_OBJECT¿¿1827.files-o378¿¿¿¿¿PDG_OBJECT
2004¿PDG_OBJECT¿¿1825.v116-o379¿¿¿¿¿PDG_OBJECT
2005¿PDG_CALL¿¿1825.CALL->glob-o380¿¿¿¿¿PDG_CALL
2006¿PDG_OBJECT¿¿1825.v117-o381¿¿¿¿¿PDG_OBJECT
2007¿PDG_CALL¿¿1825.CALL->addSource-o382¿¿¿¿¿PDG_CALL
2008¿PDG_OBJECT¿¿1825.v118-o383¿¿¿¿¿PDG_OBJECT
2009¿PDG_CALL¿¿1827.CALL->next-o384¿¿¿¿¿PDG_CALL
2010¿PDG_OBJECT¿¿1827.v114-o385¿¿¿¿¿PDG_OBJECT
2011¿PDG_RETURN¿¿1827.RET_OBJ-o386¿¿¿¿¿PDG_RETURN
2012¿PDG_CALL¿¿1827.CALL->async.forEach-o387¿¿¿¿¿PDG_CALL
2013¿PDG_OBJECT¿¿1827.v115-o388¿¿¿¿¿PDG_OBJECT
2014¿PDG_CALL¿¿1831.CALL->fs.readdirSync-o389¿¿¿¿¿PDG_CALL
2015¿PDG_OBJECT¿¿1831.v119-o390¿¿¿¿¿PDG_OBJECT
2016¿PDG_OBJECT¿¿1833.this-o391¿¿¿¿¿PDG_OBJECT
2017¿PDG_OBJECT¿¿1833.f-o392¿¿¿¿¿PDG_OBJECT
2018¿PDG_OBJECT¿¿1831.v122-o393¿¿¿¿¿PDG_OBJECT
2019¿PDG_CALL¿¿1831.CALL->v119.map-o394¿¿¿¿¿PDG_CALL
2020¿PDG_OBJECT¿¿1831.files-o395¿¿¿¿¿PDG_OBJECT
2021¿PDG_OBJECT¿¿1836.this-o396¿¿¿¿¿PDG_OBJECT
2022¿PDG_OBJECT¿¿1836.acc-o397¿¿¿¿¿PDG_OBJECT
2023¿PDG_OBJECT¿¿1836.cur-o398¿¿¿¿¿PDG_OBJECT
2024¿PDG_OBJECT¿¿1831.v124-o399¿¿¿¿¿PDG_OBJECT
2025¿PDG_OBJECT¿¿1831.v125-o400¿¿¿¿¿PDG_OBJECT
2026¿PDG_CALL¿¿1831.CALL->files.reduce-o401¿¿¿¿¿PDG_CALL
2027¿PDG_OBJECT¿¿1831.v126-o402¿¿¿¿¿PDG_OBJECT
2028¿PDG_RETURN¿¿1831.RET_OBJ-o403¿¿¿¿¿PDG_RETURN
2029¿PDG_CALL¿¿1833.CALL->path.join-o404¿¿¿¿¿PDG_CALL
2030¿PDG_OBJECT¿¿1833.filePath-o405¿¿¿¿¿PDG_OBJECT
2031¿PDG_CALL¿¿1833.CALL->fs.statSync-o406¿¿¿¿¿PDG_CALL
2032¿PDG_OBJECT¿¿1833.stats-o407¿¿¿¿¿PDG_OBJECT
2033¿PDG_CALL¿¿1833.CALL->stats.isDirectory-o408¿¿¿¿¿PDG_CALL
2034¿PDG_OBJECT¿¿1833.v120-o409¿¿¿¿¿PDG_OBJECT
2035¿PDG_CALL¿¿1833.CALL->walkDir-o410¿¿¿¿¿PDG_CALL
2036¿PDG_OBJECT¿¿1833.v121-o411¿¿¿¿¿PDG_OBJECT
2037¿PDG_RETURN¿¿1833.RET_OBJ-o412¿¿¿¿¿PDG_RETURN
2038¿PDG_RETURN¿¿1833.RET_OBJ-o413¿¿¿¿¿PDG_RETURN
2039¿PDG_CALL¿¿1836.CALL->acc.concat-o414¿¿¿¿¿PDG_CALL
2040¿PDG_OBJECT¿¿1836.v123-o415¿¿¿¿¿PDG_OBJECT
2041¿PDG_RETURN¿¿1836.RET_OBJ-o416¿¿¿¿¿PDG_RETURN
2042¿PDG_CALL¿¿1838.CALL->path.resolve-o417¿¿¿¿¿PDG_CALL
2043¿PDG_OBJECT¿¿1838.fullPath-o418¿¿¿¿¿PDG_OBJECT
2044¿PDG_OBJECT¿¿1840.this-o419¿¿¿¿¿PDG_OBJECT
2045¿PDG_OBJECT¿¿1840.err-o420¿¿¿¿¿PDG_OBJECT
2046¿PDG_OBJECT¿¿1840.stats-o421¿¿¿¿¿PDG_OBJECT
2047¿PDG_OBJECT¿¿1838.v139-o422¿¿¿¿¿PDG_OBJECT
2048¿PDG_CALL¿¿1838.CALL->fs.stat-o423¿¿¿¿¿PDG_CALL
2049¿PDG_OBJECT¿¿1838.v140-o424¿¿¿¿¿PDG_OBJECT
2050¿PDG_CALL¿¿1840.CALL->next-o425¿¿¿¿¿PDG_CALL
2051¿PDG_OBJECT¿¿1840.v127-o426¿¿¿¿¿PDG_OBJECT
2052¿PDG_RETURN¿¿1840.RET_OBJ-o427¿¿¿¿¿PDG_RETURN
2053¿PDG_CALL¿¿1840.CALL->stats.isDirectory-o428¿¿¿¿¿PDG_CALL
2054¿PDG_OBJECT¿¿1840.v128-o429¿¿¿¿¿PDG_OBJECT
2055¿PDG_CALL¿¿1840.CALL->walkDir-o430¿¿¿¿¿PDG_CALL
2056¿PDG_OBJECT¿¿1840.files-o431¿¿¿¿¿PDG_OBJECT
2057¿PDG_OBJECT¿¿1843.this-o432¿¿¿¿¿PDG_OBJECT
2058¿PDG_OBJECT¿¿1843.f-o433¿¿¿¿¿PDG_OBJECT
2059¿PDG_OBJECT¿¿1840.v133-o434¿¿¿¿¿PDG_OBJECT
2060¿PDG_CALL¿¿1840.CALL->files.forEach-o435¿¿¿¿¿PDG_CALL
2061¿PDG_OBJECT¿¿1840.v134-o436¿¿¿¿¿PDG_OBJECT
2062¿PDG_CALL¿¿1840.CALL->stats.isFile-o437¿¿¿¿¿PDG_CALL
2063¿PDG_OBJECT¿¿1840.v135-o438¿¿¿¿¿PDG_OBJECT
2064¿PDG_OBJECT¿¿1840.v136-o439¿¿¿¿¿PDG_OBJECT
2065¿PDG_CALL¿¿1840.CALL->archive.file-o440¿¿¿¿¿PDG_CALL
2066¿PDG_OBJECT¿¿1840.v137-o441¿¿¿¿¿PDG_OBJECT
2067¿PDG_CALL¿¿1840.CALL->next-o442¿¿¿¿¿PDG_CALL
2068¿PDG_OBJECT¿¿1840.v138-o443¿¿¿¿¿PDG_OBJECT
2069¿PDG_OBJECT¿¿1843.fullPath.length-o444¿¿¿¿¿PDG_OBJECT
2070¿PDG_CALL¿¿1843.CALL->f.substring-o445¿¿¿¿¿PDG_CALL
2071¿PDG_OBJECT¿¿1843.subPath-o446¿¿¿¿¿PDG_OBJECT
2072¿PDG_OBJECT¿¿1843.v130-o447¿¿¿¿¿PDG_OBJECT
2073¿PDG_OBJECT¿¿1843.v131-o448¿¿¿¿¿PDG_OBJECT
2074¿PDG_CALL¿¿1843.CALL->archive.file-o449¿¿¿¿¿PDG_CALL
2075¿PDG_OBJECT¿¿1843.v132-o450¿¿¿¿¿PDG_OBJECT
2076¿PDG_CALL¿¿1848.CALL->reject-o451¿¿¿¿¿PDG_CALL
2077¿PDG_OBJECT¿¿1848.v146-o452¿¿¿¿¿PDG_OBJECT
2078¿PDG_RETURN¿¿1848.RET_OBJ-o453¿¿¿¿¿PDG_RETURN
2079¿PDG_CALL¿¿1848.CALL->archive.finalize-o454¿¿¿¿¿PDG_CALL
2080¿PDG_OBJECT¿¿1848.v147-o455¿¿¿¿¿PDG_OBJECT
2081¿PDG_OBJECT¿¿1851.compatMode-o456¿¿¿¿¿PDG_OBJECT
2082¿PDG_OBJECT¿¿1851.arguments-o457¿¿¿¿¿PDG_OBJECT
2083¿PDG_OBJECT¿¿1851.arguments.1-o458¿¿¿¿¿PDG_OBJECT
2084¿PDG_OBJECT¿¿1851.arguments.0-o459¿¿¿¿¿PDG_OBJECT
2085¿PDG_OBJECT¿¿1851.options-o460¿¿¿¿¿PDG_OBJECT
2086¿PDG_OBJECT¿¿1851.options.source-o461¿¿¿¿¿PDG_OBJECT
2087¿PDG_OBJECT¿¿1851.options-o462¿¿¿¿¿PDG_OBJECT
2088¿PDG_OBJECT¿¿1851.options.destination-o463¿¿¿¿¿PDG_OBJECT
2089¿PDG_OBJECT¿¿1851.options-o464¿¿¿¿¿PDG_OBJECT
2090¿PDG_OBJECT¿¿1851.options-o465¿¿¿¿¿PDG_OBJECT
2091¿PDG_OBJECT¿¿1851.promise-o466¿¿¿¿¿PDG_OBJECT
2092¿PDG_CALL¿¿1851.CALL->hasNativeZip-o467¿¿¿¿¿PDG_CALL
2093¿PDG_OBJECT¿¿1851.v155-o468¿¿¿¿¿PDG_OBJECT
2094¿PDG_CALL¿¿1851.CALL->nativeZip-o469¿¿¿¿¿PDG_CALL
2095¿PDG_OBJECT¿¿1851.promise-o470¿¿¿¿¿PDG_OBJECT
2096¿PDG_CALL¿¿1851.CALL->nodeZip-o471¿¿¿¿¿PDG_CALL
2097¿PDG_OBJECT¿¿1851.promise-o472¿¿¿¿¿PDG_OBJECT
2098¿PDG_OBJECT¿¿1851.arguments.2-o473¿¿¿¿¿PDG_OBJECT
2099¿PDG_CALL¿¿1851.CALL->promise.then-o474¿¿¿¿¿PDG_CALL
2100¿PDG_OBJECT¿¿1851.v157-o475¿¿¿¿¿PDG_OBJECT
2101¿PDG_CALL¿¿1851.CALL->v157.catch-o476¿¿¿¿¿PDG_CALL
2102¿PDG_OBJECT¿¿1851.v159-o477¿¿¿¿¿PDG_OBJECT
2103¿PDG_RETURN¿¿1851.RET_OBJ-o478¿¿¿¿¿PDG_RETURN
