Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
983¿Program¿¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Program
1765¿PDG_CALL¿¿1700.CALL->process.cwd-o225¿¿¿¿¿PDG_CALL
1766¿PDG_OBJECT¿¿1700.v90-o226¿¿¿¿¿PDG_OBJECT
1767¿PDG_CALL¿¿1700.CALL->program.option-o227¿¿¿¿¿PDG_CALL
1768¿PDG_OBJECT¿¿1700.v91-o228¿¿¿¿¿PDG_OBJECT
1769¿PDG_CALL¿¿1700.CALL->program.option-o229¿¿¿¿¿PDG_CALL
1770¿PDG_OBJECT¿¿1700.v92-o230¿¿¿¿¿PDG_OBJECT
1771¿PDG_CALL¿¿1700.CALL->program.option-o231¿¿¿¿¿PDG_CALL
1772¿PDG_OBJECT¿¿1700.v93-o232¿¿¿¿¿PDG_OBJECT
1773¿PDG_CALL¿¿1700.CALL->program.option-o233¿¿¿¿¿PDG_CALL
1774¿PDG_OBJECT¿¿1700.v94-o234¿¿¿¿¿PDG_OBJECT
1775¿PDG_CALL¿¿1700.CALL->program.option-o235¿¿¿¿¿PDG_CALL
1776¿PDG_OBJECT¿¿1700.v95-o236¿¿¿¿¿PDG_OBJECT
1777¿PDG_CALL¿¿1700.CALL->require-o237¿¿¿¿¿PDG_CALL
1778¿PDG_OBJECT¿¿1700.pkg-o238¿¿¿¿¿PDG_OBJECT
1779¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1780¿PDG_OBJECT¿¿1700.pkg.version-o239¿¿¿¿¿PDG_OBJECT
1781¿PDG_CALL¿¿1700.CALL->program.version-o240¿¿¿¿¿PDG_CALL
1782¿PDG_OBJECT¿¿1700.v97-o241¿¿¿¿¿PDG_OBJECT
1783¿PDG_OBJECT¿¿1700.process-o242¿¿¿¿¿PDG_OBJECT
1784¿PDG_OBJECT¿¿1700.process.argv-o243¿¿¿¿¿PDG_OBJECT
1785¿PDG_CALL¿¿1700.CALL->v98.indexOf-o244¿¿¿¿¿PDG_CALL
1786¿PDG_OBJECT¿¿1700.sub-o245¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿1700.v100-o246¿¿¿¿¿PDG_OBJECT
1788¿PDG_CALL¿¿1700.CALL->v101.slice-o247¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿1700.v102-o248¿¿¿¿¿PDG_OBJECT
1790¿PDG_CALL¿¿1700.CALL->program.parse-o249¿¿¿¿¿PDG_CALL
1791¿PDG_OBJECT¿¿1700.v103-o250¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿1700.program.bundler-o251¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿1700.v106-o252¿¿¿¿¿PDG_OBJECT
1794¿PDG_CALL¿¿1700.CALL->v105.slice-o253¿¿¿¿¿PDG_CALL
1795¿PDG_OBJECT¿¿1700.v107-o254¿¿¿¿¿PDG_OBJECT
1796¿PDG_CALL¿¿1700.CALL->v104.concat-o255¿¿¿¿¿PDG_CALL
1797¿PDG_OBJECT¿¿1700.v108-o256¿¿¿¿¿PDG_OBJECT
1798¿PDG_CALL¿¿1700.CALL->program.parse-o257¿¿¿¿¿PDG_CALL
1799¿PDG_OBJECT¿¿1700.v110-o258¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿1700.program.args-o259¿¿¿¿¿PDG_OBJECT
1801¿PDG_CALL¿¿1700.CALL->v112.join-o260¿¿¿¿¿PDG_CALL
1802¿PDG_OBJECT¿¿1700.v113-o261¿¿¿¿¿PDG_OBJECT
1803¿PDG_CALL¿¿1700.CALL->v111.concat-o262¿¿¿¿¿PDG_CALL
1804¿PDG_OBJECT¿¿1700.v114-o263¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿1700.program-o264¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿1700.program.bundler-o265¿¿¿¿¿PDG_OBJECT
1807¿PDG_OBJECT¿¿1703.this-o266¿¿¿¿¿PDG_OBJECT
1808¿PDG_OBJECT¿¿1703.req-o267¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿1703.res-o268¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿1700.file-o269¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿1711.this-o270¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿1711.req-o271¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿1711.res-o272¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿1700.bundle-o273¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿1717.this-o274¿¿¿¿¿PDG_OBJECT
1816¿PDG_OBJECT¿¿1717.req-o275¿¿¿¿¿PDG_OBJECT
1817¿PDG_OBJECT¿¿1717.res-o276¿¿¿¿¿PDG_OBJECT
1818¿PDG_OBJECT¿¿1700.index-o277¿¿¿¿¿PDG_OBJECT
1819¿PDG_OBJECT¿¿1722.this-o278¿¿¿¿¿PDG_OBJECT
1820¿PDG_OBJECT¿¿1722.req-o279¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿1722.res-o280¿¿¿¿¿PDG_OBJECT
1822¿PDG_OBJECT¿¿1700.watch-o281¿¿¿¿¿PDG_OBJECT
1823¿PDG_OBJECT¿¿1700.program.watch-o282¿¿¿¿¿PDG_OBJECT
1824¿PDG_CALL¿¿1700.CALL->chokidar.watch-o283¿¿¿¿¿PDG_CALL
1825¿PDG_OBJECT¿¿1700.watcher-o284¿¿¿¿¿PDG_OBJECT
1826¿PDG_OBJECT¿¿1730.this-o285¿¿¿¿¿PDG_OBJECT
1827¿PDG_OBJECT¿¿1730.event-o286¿¿¿¿¿PDG_OBJECT
1828¿PDG_OBJECT¿¿1730.filename-o287¿¿¿¿¿PDG_OBJECT
1829¿PDG_OBJECT¿¿1700.v161-o288¿¿¿¿¿PDG_OBJECT
1830¿PDG_CALL¿¿1700.CALL->watcher.on-o289¿¿¿¿¿PDG_CALL
1831¿PDG_OBJECT¿¿1700.v162-o290¿¿¿¿¿PDG_OBJECT
1832¿PDG_CALL¿¿1700.CALL->http.createServer-o291¿¿¿¿¿PDG_CALL
1833¿PDG_OBJECT¿¿1700.server-o292¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿1732.this-o293¿¿¿¿¿PDG_OBJECT
1835¿PDG_OBJECT¿¿1732.req-o294¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿1732.res-o295¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿1700.v168-o296¿¿¿¿¿PDG_OBJECT
1838¿PDG_CALL¿¿1700.CALL->server.on-o297¿¿¿¿¿PDG_CALL
1839¿PDG_OBJECT¿¿1700.v169-o298¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿1700.program.port-o299¿¿¿¿¿PDG_OBJECT
1841¿PDG_OBJECT¿¿1700.program.host-o300¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿1739.this-o301¿¿¿¿¿PDG_OBJECT
1843¿PDG_OBJECT¿¿1700.v175-o302¿¿¿¿¿PDG_OBJECT
1844¿PDG_CALL¿¿1700.CALL->server.listen-o303¿¿¿¿¿PDG_CALL
1845¿PDG_OBJECT¿¿1700.v176-o304¿¿¿¿¿PDG_OBJECT
1846¿PDG_OBJECT¿¿1703.program.directory-o305¿¿¿¿¿PDG_OBJECT
1847¿PDG_OBJECT¿¿1703.req.url-o306¿¿¿¿¿PDG_OBJECT
1848¿PDG_CALL¿¿1703.CALL->path.join-o307¿¿¿¿¿PDG_CALL
1849¿PDG_OBJECT¿¿1703.filepath-o308¿¿¿¿¿PDG_OBJECT
1850¿PDG_OBJECT¿¿1705.this-o309¿¿¿¿¿PDG_OBJECT
1851¿PDG_OBJECT¿¿1705.exists-o310¿¿¿¿¿PDG_OBJECT
1852¿PDG_OBJECT¿¿1703.v128-o311¿¿¿¿¿PDG_OBJECT
1853¿PDG_CALL¿¿1703.CALL->fs.exists-o312¿¿¿¿¿PDG_CALL
1854¿PDG_OBJECT¿¿1703.v129-o313¿¿¿¿¿PDG_OBJECT
1855¿PDG_OBJECT¿¿1707.this-o314¿¿¿¿¿PDG_OBJECT
1856¿PDG_OBJECT¿¿1707.error-o315¿¿¿¿¿PDG_OBJECT
1857¿PDG_OBJECT¿¿1707.buffer-o316¿¿¿¿¿PDG_OBJECT
1858¿PDG_OBJECT¿¿1705.v123-o317¿¿¿¿¿PDG_OBJECT
1859¿PDG_CALL¿¿1705.CALL->fs.readFile-o318¿¿¿¿¿PDG_CALL
1860¿PDG_OBJECT¿¿1705.v124-o319¿¿¿¿¿PDG_OBJECT
1861¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1862¿PDG_CALL¿¿1705.CALL->res.writeHead-o320¿¿¿¿¿PDG_CALL
1863¿PDG_OBJECT¿¿1705.v125-o321¿¿¿¿¿PDG_OBJECT
1864¿PDG_CALL¿¿1705.CALL->res.write-o322¿¿¿¿¿PDG_CALL
1865¿PDG_OBJECT¿¿1705.v126-o323¿¿¿¿¿PDG_OBJECT
1866¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1867¿PDG_CALL¿¿1705.CALL->res.end-o324¿¿¿¿¿PDG_CALL
1868¿PDG_OBJECT¿¿1705.v127-o325¿¿¿¿¿PDG_OBJECT
1869¿PDG_CALL¿¿1707.CALL->res.writeHead-o326¿¿¿¿¿PDG_CALL
1870¿PDG_OBJECT¿¿1707.v117-o327¿¿¿¿¿PDG_OBJECT
1871¿PDG_CALL¿¿1707.CALL->res.write-o328¿¿¿¿¿PDG_CALL
1872¿PDG_OBJECT¿¿1707.v118-o329¿¿¿¿¿PDG_OBJECT
1873¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1874¿PDG_CALL¿¿1707.CALL->res.end-o330¿¿¿¿¿PDG_CALL
1875¿PDG_OBJECT¿¿1707.v119-o331¿¿¿¿¿PDG_OBJECT
1876¿PDG_CALL¿¿1707.CALL->res.writeHead-o332¿¿¿¿¿PDG_CALL
1877¿PDG_OBJECT¿¿1707.v120-o333¿¿¿¿¿PDG_OBJECT
1878¿PDG_CALL¿¿1707.CALL->res.write-o334¿¿¿¿¿PDG_CALL
1879¿PDG_OBJECT¿¿1707.v121-o335¿¿¿¿¿PDG_OBJECT
1880¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1881¿PDG_CALL¿¿1707.CALL->res.end-o336¿¿¿¿¿PDG_CALL
1882¿PDG_OBJECT¿¿1707.v122-o337¿¿¿¿¿PDG_OBJECT
1883¿PDG_CALL¿¿1711.CALL->res.setHeader-o338¿¿¿¿¿PDG_CALL
1884¿PDG_OBJECT¿¿1711.v130-o339¿¿¿¿¿PDG_OBJECT
1885¿PDG_CALL¿¿1711.CALL->console.log-o340¿¿¿¿¿PDG_CALL
1886¿PDG_OBJECT¿¿1711.v132-o341¿¿¿¿¿PDG_OBJECT
1887¿PDG_OBJECT¿¿1713.this-o342¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿1713.error-o343¿¿¿¿¿PDG_OBJECT
1889¿PDG_OBJECT¿¿1713.stdout-o344¿¿¿¿¿PDG_OBJECT
1890¿PDG_OBJECT¿¿1713.stderr-o345¿¿¿¿¿PDG_OBJECT
1891¿PDG_OBJECT¿¿1711.v138-o346¿¿¿¿¿PDG_OBJECT
1892¿PDG_CALL¿¿1711.CALL->child.exec-o347¿¿¿¿¿PDG_CALL
1893¿PDG_OBJECT¿¿1711.bundler-o348¿¿¿¿¿PDG_OBJECT
1894¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1895¿PDG_CALL¿¿1713.CALL->error.toString-o349¿¿¿¿¿PDG_CALL
1896¿PDG_OBJECT¿¿1713.v134-o350¿¿¿¿¿PDG_OBJECT
1897¿PDG_CALL¿¿1713.CALL->res.write-o351¿¿¿¿¿PDG_CALL
1898¿PDG_OBJECT¿¿1713.v135-o352¿¿¿¿¿PDG_OBJECT
1899¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1900¿PDG_CALL¿¿1713.CALL->console.error-o353¿¿¿¿¿PDG_CALL
1901¿PDG_OBJECT¿¿1713.v136-o354¿¿¿¿¿PDG_OBJECT
1902¿PDG_CALL¿¿1713.CALL->res.end-o355¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿1713.v137-o356¿¿¿¿¿PDG_OBJECT
1904¿PDG_OBJECT¿¿1719.this-o357¿¿¿¿¿PDG_OBJECT
1905¿PDG_OBJECT¿¿1719.exists-o358¿¿¿¿¿PDG_OBJECT
1906¿PDG_OBJECT¿¿1717.v142-o359¿¿¿¿¿PDG_OBJECT
1907¿PDG_CALL¿¿1717.CALL->fs.exists-o360¿¿¿¿¿PDG_CALL
1908¿PDG_OBJECT¿¿1717.v143-o361¿¿¿¿¿PDG_OBJECT
1909¿PDG_CALL¿¿1719.CALL->file-o362¿¿¿¿¿PDG_CALL
1910¿PDG_OBJECT¿¿1719.v139-o363¿¿¿¿¿PDG_OBJECT
1911¿PDG_RETURN¿¿1719.RET_OBJ-o364¿¿¿¿¿PDG_RETURN
1912¿PDG_CALL¿¿1719.CALL->res.setHeader-o365¿¿¿¿¿PDG_CALL
1913¿PDG_OBJECT¿¿1719.v140-o366¿¿¿¿¿PDG_OBJECT
1914¿PDG_CALL¿¿1719.CALL->res.end-o367¿¿¿¿¿PDG_CALL
1915¿PDG_OBJECT¿¿1719.v141-o368¿¿¿¿¿PDG_OBJECT
1916¿PDG_CALL¿¿1722.CALL->req.setTimeout-o369¿¿¿¿¿PDG_CALL
1917¿PDG_OBJECT¿¿1722.v144-o370¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿1722.v145-o371¿¿¿¿¿PDG_OBJECT
1919¿PDG_CALL¿¿1722.CALL->res.writeHead-o372¿¿¿¿¿PDG_CALL
1920¿PDG_OBJECT¿¿1722.v146-o373¿¿¿¿¿PDG_OBJECT
1921¿PDG_CALL¿¿1722.CALL->res.write-o374¿¿¿¿¿PDG_CALL
1922¿PDG_OBJECT¿¿1722.v147-o375¿¿¿¿¿PDG_OBJECT
1923¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1924¿PDG_OBJECT¿¿1724.this-o376¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿1724.filename-o377¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿1722.listener-o378¿¿¿¿¿PDG_OBJECT
1927¿PDG_CALL¿¿1722.CALL->watcher.on-o379¿¿¿¿¿PDG_CALL
1928¿PDG_OBJECT¿¿1722.v155-o380¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿1728.this-o381¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿1722.v157-o382¿¿¿¿¿PDG_OBJECT
1931¿PDG_CALL¿¿1722.CALL->res.on-o383¿¿¿¿¿PDG_CALL
1932¿PDG_OBJECT¿¿1722.v158-o384¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿1724.filename.0-o385¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿1724.v149-o386¿¿¿¿¿PDG_OBJECT
1935¿PDG_CALL¿¿1724.CALL->path.extname-o387¿¿¿¿¿PDG_CALL
1936¿PDG_OBJECT¿¿1724.v150-o388¿¿¿¿¿PDG_OBJECT
1937¿PDG_OBJECT¿¿1724.v151-o389¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿1724.v152-o390¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿1724.v153-o391¿¿¿¿¿PDG_OBJECT
1940¿PDG_CALL¿¿1724.CALL->res.write-o392¿¿¿¿¿PDG_CALL
1941¿PDG_OBJECT¿¿1724.v154-o393¿¿¿¿¿PDG_OBJECT
1942¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1943¿PDG_CALL¿¿1728.CALL->watcher.removeListener-o394¿¿¿¿¿PDG_CALL
1944¿PDG_OBJECT¿¿1728.v156-o395¿¿¿¿¿PDG_OBJECT
1945¿PDG_CALL¿¿1730.CALL->console.log-o396¿¿¿¿¿PDG_CALL
1946¿PDG_OBJECT¿¿1730.v160-o397¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿1732.req.url-o398¿¿¿¿¿PDG_OBJECT
1948¿PDG_CALL¿¿1732.CALL->watch-o399¿¿¿¿¿PDG_CALL
1949¿PDG_OBJECT¿¿1732.v164-o400¿¿¿¿¿PDG_OBJECT
1950¿PDG_RETURN¿¿1732.RET_OBJ-o401¿¿¿¿¿PDG_RETURN
1951¿PDG_CALL¿¿1732.CALL->bundle-o402¿¿¿¿¿PDG_CALL
1952¿PDG_OBJECT¿¿1732.v165-o403¿¿¿¿¿PDG_OBJECT
1953¿PDG_RETURN¿¿1732.RET_OBJ-o404¿¿¿¿¿PDG_RETURN
1954¿PDG_CALL¿¿1732.CALL->index-o405¿¿¿¿¿PDG_CALL
1955¿PDG_OBJECT¿¿1732.v166-o406¿¿¿¿¿PDG_OBJECT
1956¿PDG_RETURN¿¿1732.RET_OBJ-o407¿¿¿¿¿PDG_RETURN
1957¿PDG_CALL¿¿1732.CALL->file-o408¿¿¿¿¿PDG_CALL
1958¿PDG_OBJECT¿¿1732.v167-o409¿¿¿¿¿PDG_OBJECT
1959¿PDG_RETURN¿¿1732.RET_OBJ-o410¿¿¿¿¿PDG_RETURN
1960¿PDG_CALL¿¿1739.CALL->server.address-o411¿¿¿¿¿PDG_CALL
1961¿PDG_OBJECT¿¿1739.address-o412¿¿¿¿¿PDG_OBJECT
1962¿PDG_OBJECT¿¿1739.address.address-o413¿¿¿¿¿PDG_OBJECT
1963¿PDG_OBJECT¿¿1739.address.port-o414¿¿¿¿¿PDG_OBJECT
1964¿PDG_CALL¿¿1739.CALL->console.log-o415¿¿¿¿¿PDG_CALL
1965¿PDG_OBJECT¿¿1739.v174-o416¿¿¿¿¿PDG_OBJECT
